"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 11 22:43:29 CET 2023","Mon Dec 11 22:43:38 CET 2023","9535","","Effectuer une recherche de bien","","","","Louer un appartement avec des critères spécifiques",""
